p,q,distance,px,py,pz,qx,qy,qz
36671,9963329,1.8773229996,0.945705,-1.369769,-1.211041,2.321210,-0.001196,0.108725
36551,9963449,1.8779619659,0.944475,-1.370051,-1.210685,2.321389,-0.001192,0.108733
36479,9963521,1.8783457915,0.943735,-1.370221,-1.210470,2.321497,-0.001190,0.108738
36251,9963749,1.8795634509,0.941379,-1.370756,-1.209780,2.321839,-0.001183,0.108754
36161,9963839,1.8800450337,0.940444,-1.370967,-1.209504,2.321974,-0.001180,0.108761
35993,9964007,1.8809453974,0.938693,-1.371360,-1.208983,2.322227,-0.001174,0.108773
35951,9964049,1.8811707757,0.938253,-1.371458,-1.208851,2.322290,-0.001173,0.108776
35753,9964247,1.8822348251,0.936174,-1.371920,-1.208224,2.322589,-0.001167,0.108790
35597,9964403,1.8830749751,0.934527,-1.372283,-1.207723,2.322825,-0.001162,0.108801
35537,9964463,1.8833985351,0.933891,-1.372423,-1.207528,2.322916,-0.001160,0.108805
35531,9964469,1.8834309041,0.933828,-1.372436,-1.207509,2.322925,-0.001160,0.108806
35159,9964841,1.8854424175,0.929858,-1.373298,-1.206278,2.323489,-0.001148,0.108832
35153,9964847,1.8854749362,0.929793,-1.373312,-1.206258,2.323498,-0.001147,0.108833
35141,9964859,1.8855399807,0.929664,-1.373339,-1.206217,2.323516,-0.001147,0.108834
35117,9964883,1.8856700984,0.929406,-1.373395,-1.206136,2.323553,-0.001146,0.108835
35069,9964931,1.8859304483,0.928890,-1.373506,-1.205974,2.323626,-0.001145,0.108839
34949,9965051,1.8865819920,0.927595,-1.373782,-1.205565,2.323809,-0.001141,0.108848
34883,9965117,1.8869407489,0.926881,-1.373934,-1.205339,2.323909,-0.001139,0.108852
34631,9965369,1.8883132178,0.924140,-1.374512,-1.204461,2.324294,-0.001131,0.108870
34589,9965411,1.8885423749,0.923681,-1.374608,-1.204313,2.324359,-0.001129,0.108873
34313,9965687,1.8900512051,0.920649,-1.375238,-1.203327,2.324782,-0.001121,0.108893
34301,9965699,1.8901169224,0.920516,-1.375266,-1.203283,2.324800,-0.001120,0.108894
34283,9965717,1.8902155166,0.920318,-1.375307,-1.203218,2.324828,-0.001120,0.108895
34217,9965783,1.8905772150,0.919588,-1.375457,-1.202978,2.324929,-0.001118,0.108900
34157,9965843,1.8909062864,0.918923,-1.375593,-1.202758,2.325021,-0.001116,0.108904
33863,9966137,1.8925222504,0.915645,-1.376259,-1.201667,2.325474,-0.001106,0.108926
33809,9966191,1.8928196961,0.915040,-1.376381,-1.201463,2.325557,-0.001105,0.108930
33749,9966251,1.8931504234,0.914366,-1.376516,-1.201236,2.325650,-0.001103,0.108934
33629,9966371,1.8938126119,0.913014,-1.376786,-1.200778,2.325835,-0.001099,0.108943
33581,9966419,1.8940777616,0.912471,-1.376894,-1.200593,2.325910,-0.001097,0.108946
33413,9966587,1.8950070225,0.910566,-1.377270,-1.199941,2.326170,-0.001092,0.108958
33377,9966623,1.8952064005,0.910157,-1.377351,-1.199800,2.326226,-0.001091,0.108961
33311,9966689,1.8955721571,0.909404,-1.377498,-1.199540,2.326328,-0.001089,0.108966
32969,9967031,1.8974722238,0.905479,-1.378259,-1.198171,2.326860,-0.001078,0.108990
32957,9967043,1.8975390388,0.905340,-1.378286,-1.198123,2.326879,-0.001077,0.108991
32831,9967169,1.8982411950,0.903882,-1.378565,-1.197608,2.327075,-0.001073,0.109000
32633,9967367,1.8993467978,0.901577,-1.379001,-1.196787,2.327384,-0.001067,0.109015
32621,9967379,1.8994138911,0.901437,-1.379028,-1.196737,2.327403,-0.001066,0.109016
32579,9967421,1.8996487965,0.900946,-1.379120,-1.196561,2.327469,-0.001065,0.109019
32561,9967439,1.8997495077,0.900735,-1.379160,-1.196485,2.327497,-0.001065,0.109020
32369,9967631,1.9008251588,0.898480,-1.379580,-1.195671,2.327798,-0.001058,0.109034
32327,9967673,1.9010607990,0.897984,-1.379672,-1.195491,2.327863,-0.001057,0.109037
32309,9967691,1.9011618252,0.897772,-1.379711,-1.195413,2.327892,-0.001056,0.109038
32303,9967697,1.9011955056,0.897701,-1.379724,-1.195387,2.327901,-0.001056,0.109039
32297,9967703,1.9012291885,0.897630,-1.379737,-1.195362,2.327910,-0.001056,0.109039
32117,9967883,1.9022408428,0.895497,-1.380129,-1.194581,2.328193,-0.001050,0.109052
31991,9968009,1.9029503467,0.893995,-1.380402,-1.194027,2.328391,-0.001046,0.109061
31883,9968117,1.9035593770,0.892703,-1.380636,-1.193548,2.328561,-0.001043,0.109069
31799,9968201,1.9040336325,0.891694,-1.380817,-1.193172,2.328694,-0.001040,0.109075
31721,9968279,1.9044744560,0.890755,-1.380985,-1.192821,2.328817,-0.001038,0.109081
31649,9968351,1.9048817496,0.889886,-1.381139,-1.192494,2.328931,-0.001035,0.109086
31583,9968417,1.9052554224,0.889087,-1.381281,-1.192193,2.329035,-0.001033,0.109091
31259,9968741,1.9070942726,0.885139,-1.381971,-1.190690,2.329548,-0.001023,0.109115
31121,9968879,1.9078797412,0.883444,-1.382263,-1.190037,2.329767,-0.001018,0.109125
30977,9969023,1.9087008011,0.881666,-1.382566,-1.189347,2.329996,-0.001014,0.109135
30941,9969059,1.9089062964,0.881220,-1.382642,-1.189174,2.330053,-0.001013,0.109138
30839,9969161,1.9094890337,0.879953,-1.382856,-1.188678,2.330215,-0.001009,0.109145
30773,9969227,1.9098664940,0.879131,-1.382994,-1.188356,2.330320,-0.001007,0.109150
30671,9969329,1.9104504529,0.877856,-1.383206,-1.187853,2.330483,-0.001004,0.109158
30497,9969503,1.9114483340,0.875671,-1.383568,-1.186986,2.330761,-0.000998,0.109171
30449,9969551,1.9117239928,0.875066,-1.383667,-1.186744,2.330837,-0.000997,0.109174
30389,9969611,1.9120687986,0.874308,-1.383791,-1.186441,2.330933,-0.000995,0.109178
30347,9969653,1.9123103163,0.873776,-1.383877,-1.186227,2.331001,-0.000994,0.109182
30269,9969731,1.9127591851,0.872787,-1.384037,-1.185829,2.331125,-0.000991,0.109187
30203,9969797,1.9131393386,0.871947,-1.384173,-1.185490,2.331231,-0.000989,0.109192
30113,9969887,1.9136582346,0.870799,-1.384357,-1.185025,2.331375,-0.000986,0.109199
29927,9970073,1.9147324691,0.868415,-1.384735,-1.184052,2.331674,-0.000980,0.109212
29759,9970241,1.9157048923,0.866246,-1.385075,-1.183159,2.331944,-0.000975,0.109225
29717,9970283,1.9159483170,0.865702,-1.385159,-1.182934,2.332012,-0.000973,0.109228
29537,9970463,1.9169930137,0.863360,-1.385520,-1.181959,2.332302,-0.000968,0.109241
29411,9970589,1.9177257005,0.861712,-1.385771,-1.181268,2.332505,-0.000963,0.109250
29297,9970703,1.9183896022,0.860213,-1.385997,-1.180637,2.332689,-0.000960,0.109259
29243,9970757,1.9187044122,0.859501,-1.386103,-1.180335,2.332776,-0.000958,0.109263
29153,9970847,1.9192295679,0.858311,-1.386280,-1.179830,2.332922,-0.000955,0.109269
29147,9970853,1.9192645993,0.858232,-1.386292,-1.179796,2.332931,-0.000955,0.109270
28793,9971207,1.9213361070,0.853510,-1.386982,-1.177767,2.333505,-0.000944,0.109296
28697,9971303,1.9218994532,0.852219,-1.387167,-1.177207,2.333661,-0.000941,0.109303
28607,9971393,1.9224282044,0.851003,-1.387340,-1.176677,2.333807,-0.000938,0.109310
28559,9971441,1.9227104483,0.850354,-1.387432,-1.176392,2.333885,-0.000936,0.109313
28517,9971483,1.9229575507,0.849784,-1.387512,-1.176142,2.333953,-0.000935,0.109316
28499,9971501,1.9230634914,0.849540,-1.387546,-1.176035,2.333983,-0.000934,0.109318
28403,9971597,1.9236289111,0.848233,-1.387729,-1.175460,2.334139,-0.000931,0.109325
28319,9971681,1.9241242100,0.847087,-1.387888,-1.174952,2.334276,-0.000928,0.109331
28289,9971711,1.9243012285,0.846676,-1.387944,-1.174770,2.334325,-0.000927,0.109333
28163,9971837,1.9250454311,0.844946,-1.388181,-1.174000,2.334530,-0.000923,0.109343
27941,9972059,1.9263594985,0.841878,-1.388595,-1.172623,2.334892,-0.000916,0.109359
27767,9972233,1.9273919930,0.839455,-1.388915,-1.171524,2.335177,-0.000911,0.109372
27617,9972383,1.9282838764,0.837352,-1.389189,-1.170564,2.335422,-0.000906,0.109383
27551,9972449,1.9286768345,0.836423,-1.389309,-1.170137,2.335531,-0.000904,0.109388
27449,9972551,1.9292847701,0.834982,-1.389493,-1.169473,2.335698,-0.000900,0.109395
27431,9972569,1.9293921332,0.834727,-1.389525,-1.169356,2.335727,-0.000900,0.109397
27197,9972803,1.9307900491,0.831397,-1.389943,-1.167807,2.336112,-0.000892,0.109414
26951,9973049,1.9322640567,0.827862,-1.390375,-1.166144,2.336516,-0.000884,0.109432
26921,9973079,1.9324441230,0.827428,-1.390428,-1.165939,2.336565,-0.000883,0.109435
26891,9973109,1.9326242566,0.826994,-1.390480,-1.165733,2.336615,-0.000882,0.109437
26879,9973121,1.9326963289,0.826820,-1.390501,-1.165651,2.336635,-0.000882,0.109438
26801,9973199,1.9331650614,0.825689,-1.390636,-1.165113,2.336763,-0.000879,0.109444
26783,9973217,1.9332732951,0.825427,-1.390667,-1.164988,2.336793,-0.000879,0.109445
26759,9973241,1.9334176444,0.825078,-1.390708,-1.164821,2.336832,-0.000878,0.109447
26693,9973307,1.9338148275,0.824116,-1.390821,-1.164361,2.336941,-0.000876,0.109452
26669,9973331,1.9339593386,0.823766,-1.390862,-1.164193,2.336981,-0.000875,0.109453
26633,9973367,1.9341761862,0.823239,-1.390924,-1.163941,2.337040,-0.000874,0.109456
26591,9973409,1.9344292978,0.822624,-1.390995,-1.163645,2.337109,-0.000873,0.109459
26489,9973511,1.9350445483,0.821126,-1.391168,-1.162923,2.337278,-0.000869,0.109467
26249,9973751,1.9364952774,0.817576,-1.391570,-1.161196,2.337674,-0.000862,0.109485
26237,9973763,1.9365679275,0.817398,-1.391589,-1.161109,2.337694,-0.000861,0.109486
26189,9973811,1.9368586360,0.816683,-1.391669,-1.160759,2.337773,-0.000860,0.109489
26111,9973889,1.9373314070,0.815519,-1.391797,-1.160187,2.337902,-0.000857,0.109495
25667,9974333,1.9400312928,0.808818,-1.392512,-1.156854,2.338638,-0.000843,0.109528
25601,9974399,1.9404338963,0.807811,-1.392616,-1.156348,2.338747,-0.000841,0.109533
25439,9974561,1.9414234993,0.805328,-1.392868,-1.155091,2.339016,-0.000836,0.109545
25391,9974609,1.9417170958,0.804589,-1.392942,-1.154715,2.339096,-0.000834,0.109549
25349,9974651,1.9419741355,0.803941,-1.393007,-1.154385,2.339165,-0.000833,0.109552
25253,9974747,1.9425621557,0.802456,-1.393153,-1.153626,2.339325,-0.000830,0.109559
25229,9974771,1.9427092696,0.802083,-1.393190,-1.153435,2.339365,-0.000829,0.109561
25163,9974837,1.9431140576,0.801058,-1.393290,-1.152908,2.339474,-0.000827,0.109566
25031,9974969,1.9439246223,0.798997,-1.393487,-1.151844,2.339694,-0.000822,0.109576
24971,9975029,1.9442934968,0.798057,-1.393576,-1.151357,2.339794,-0.000820,0.109580
24809,9975191,1.9452908195,0.795505,-1.393813,-1.150027,2.340063,-0.000815,0.109592
24611,9975389,1.9465124695,0.792362,-1.394098,-1.148375,2.340393,-0.000809,0.109607
24407,9975593,1.9477742473,0.789094,-1.394384,-1.146642,2.340733,-0.000802,0.109622
24317,9975683,1.9483319171,0.787643,-1.394508,-1.145867,2.340883,-0.000799,0.109629
24197,9975803,1.9490764325,0.785700,-1.394671,-1.144824,2.341083,-0.000795,0.109638
24137,9975863,1.9494490998,0.784724,-1.394752,-1.144298,2.341183,-0.000793,0.109642
23909,9976091,1.9508677263,0.780993,-1.395053,-1.142273,2.341563,-0.000786,0.109659
23753,9976247,1.9518406377,0.778417,-1.395254,-1.140863,2.341823,-0.000781,0.109671
23741,9976259,1.9519155535,0.778218,-1.395269,-1.140754,2.341843,-0.000781,0.109672
23687,9976313,1.9522528099,0.777322,-1.395337,-1.140260,2.341933,-0.000779,0.109676
23531,9976469,1.9532283484,0.774721,-1.395532,-1.138821,2.342194,-0.000774,0.109688
23459,9976541,1.9536792196,0.773514,-1.395620,-1.138150,2.342314,-0.000771,0.109693
23447,9976553,1.9537544030,0.773312,-1.395634,-1.138038,2.342334,-0.000771,0.109694
23087,9976913,1.9560149816,0.767214,-1.396059,-1.134610,2.342935,-0.000759,0.109721
23063,9976937,1.9561660361,0.766804,-1.396086,-1.134378,2.342975,-0.000759,0.109723
22973,9977027,1.9567328789,0.765261,-1.396188,-1.133501,2.343125,-0.000756,0.109729
22943,9977057,1.9569219629,0.764746,-1.396221,-1.133207,2.343175,-0.000755,0.109732
22859,9977141,1.9574517604,0.763298,-1.396314,-1.132379,2.343315,-0.000752,0.109738
22817,9977183,1.9577168594,0.762573,-1.396360,-1.131963,2.343385,-0.000751,0.109741
22787,9977213,1.9579062976,0.762053,-1.396393,-1.131665,2.343435,-0.000750,0.109743
22727,9977273,1.9582853783,0.761012,-1.396457,-1.131066,2.343536,-0.000748,0.109748
22679,9977321,1.9585888389,0.760178,-1.396508,-1.130584,2.343616,-0.000746,0.109751
22481,9977519,1.9598424553,0.756714,-1.396713,-1.128575,2.343946,-0.000740,0.109766
22391,9977609,1.9604132600,0.755129,-1.396804,-1.127649,2.344096,-0.000737,0.109773
22367,9977633,1.9605655779,0.754705,-1.396828,-1.127400,2.344136,-0.000736,0.109775
22349,9977651,1.9606798449,0.754387,-1.396845,-1.127214,2.344166,-0.000736,0.109776
22259,9977741,1.9612515464,0.752792,-1.396933,-1.126276,2.344316,-0.000733,0.109783
22133,9977867,1.9620529547,0.750547,-1.397053,-1.124950,2.344526,-0.000729,0.109792
22091,9977909,1.9623203567,0.749795,-1.397092,-1.124505,2.344596,-0.000727,0.109795
22079,9977921,1.9623967817,0.749580,-1.397103,-1.124377,2.344616,-0.000727,0.109796
21881,9978119,1.9636593587,0.746016,-1.397281,-1.122250,2.344946,-0.000720,0.109811
21821,9978179,1.9640425400,0.744929,-1.397333,-1.121598,2.345046,-0.000718,0.109815
21617,9978383,1.9653473786,0.741209,-1.397504,-1.119351,2.345385,-0.000712,0.109831
21569,9978431,1.9656548531,0.740328,-1.397543,-1.118816,2.345465,-0.000710,0.109834
21401,9978599,1.9667323731,0.737230,-1.397673,-1.116924,2.345744,-0.000705,0.109847
21347,9978653,1.9670791673,0.736228,-1.397714,-1.116310,2.345834,-0.000703,0.109851
21341,9978659,1.9671177134,0.736117,-1.397718,-1.116241,2.345844,-0.000703,0.109851
21179,9978821,1.9681594755,0.733095,-1.397835,-1.114377,2.346112,-0.000698,0.109863
21089,9978911,1.9687390781,0.731406,-1.397896,-1.113329,2.346262,-0.000695,0.109870
21011,9978989,1.9692418884,0.729936,-1.397948,-1.112412,2.346391,-0.000692,0.109876
20981,9979019,1.9694353975,0.729368,-1.397967,-1.112058,2.346441,-0.000691,0.109878
20963,9979037,1.9695515351,0.729028,-1.397979,-1.111845,2.346470,-0.000691,0.109879
20939,9979061,1.9697064227,0.728573,-1.397994,-1.111561,2.346510,-0.000690,0.109881
20873,9979127,1.9701325842,0.727320,-1.398035,-1.110775,2.346619,-0.000688,0.109886
20717,9979283,1.9711411598,0.724341,-1.398127,-1.108897,2.346877,-0.000683,0.109898
20663,9979337,1.9714907023,0.723305,-1.398158,-1.108240,2.346966,-0.000681,0.109902
20357,9979643,1.9734755112,0.717376,-1.398313,-1.104452,2.347471,-0.000671,0.109924
20183,9979817,1.9746072025,0.713963,-1.398389,-1.102246,2.347757,-0.000665,0.109937
20123,9979877,1.9749979559,0.712779,-1.398412,-1.101477,2.347856,-0.000663,0.109942
19979,9980021,1.9759368386,0.709921,-1.398465,-1.099611,2.348092,-0.000659,0.109952
19937,9980063,1.9762109647,0.709084,-1.398479,-1.099062,2.348161,-0.000657,0.109955
19763,9980237,1.9773479986,0.705595,-1.398532,-1.096763,2.348445,-0.000652,0.109968
19751,9980249,1.9774264959,0.705353,-1.398535,-1.096603,2.348465,-0.000651,0.109969
19709,9980291,1.9777013186,0.704505,-1.398546,-1.096041,2.348533,-0.000650,0.109972
19697,9980303,1.9777798629,0.704263,-1.398549,-1.095880,2.348553,-0.000649,0.109973
19559,9980441,1.9786838717,0.701462,-1.398580,-1.094015,2.348778,-0.000645,0.109983
19301,9980699,1.9803776614,0.696171,-1.398621,-1.090459,2.349197,-0.000636,0.110002
19259,9980741,1.9806538474,0.695303,-1.398625,-1.089871,2.349265,-0.000635,0.110005
19163,9980837,1.9812856041,0.693311,-1.398633,-1.088518,2.349421,-0.000632,0.110012
19031,9980969,1.9821553443,0.690554,-1.398638,-1.086636,2.349634,-0.000628,0.110022
19013,9980987,1.9822740414,0.690177,-1.398638,-1.086377,2.349663,-0.000627,0.110023
18947,9981053,1.9827094611,0.688790,-1.398637,-1.085425,2.349770,-0.000625,0.110028
18839,9981161,1.9834226328,0.686509,-1.398633,-1.083852,2.349943,-0.000621,0.110036
18803,9981197,1.9836605401,0.685746,-1.398631,-1.083324,2.350001,-0.000620,0.110039
18617,9981383,1.9848911840,0.681778,-1.398610,-1.080565,2.350300,-0.000614,0.110052
18443,9981557,1.9860446301,0.678028,-1.398578,-1.077935,2.350577,-0.000609,0.110065
18401,9981599,1.9863233650,0.677118,-1.398569,-1.077293,2.350644,-0.000607,0.110068
18311,9981689,1.9869210675,0.675159,-1.398546,-1.075908,2.350787,-0.000604,0.110075
18269,9981731,1.9872001879,0.674242,-1.398534,-1.075257,2.350854,-0.000603,0.110078
18191,9981809,1.9877188784,0.672532,-1.398510,-1.074041,2.350978,-0.000600,0.110083
18131,9981869,1.9881181571,0.671212,-1.398489,-1.073098,2.351072,-0.000598,0.110088
18089,9981911,1.9883977998,0.670285,-1.398474,-1.072435,2.351139,-0.000597,0.110091
17903,9982097,1.9896376734,0.666154,-1.398398,-1.069463,2.351432,-0.000591,0.110104
17789,9982211,1.9903987642,0.663600,-1.398344,-1.067612,2.351610,-0.000587,0.110113
17681,9982319,1.9911206118,0.661164,-1.398287,-1.065837,2.351779,-0.000584,0.110120
17627,9982373,1.9914818314,0.659941,-1.398256,-1.064942,2.351863,-0.000582,0.110124
17483,9982517,1.9924460433,0.656659,-1.398168,-1.062531,2.352087,-0.000577,0.110135
17477,9982523,1.9924862490,0.656522,-1.398164,-1.062429,2.352096,-0.000577,0.110135
17393,9982607,1.9930493814,0.654594,-1.398107,-1.061005,2.352226,-0.000574,0.110141
17351,9982649,1.9933311240,0.653627,-1.398078,-1.060287,2.352291,-0.000573,0.110144
17327,9982673,1.9934921725,0.653073,-1.398061,-1.059876,2.352328,-0.000572,0.110146
17231,9982769,1.9941367487,0.650849,-1.397989,-1.058220,2.352475,-0.000569,0.110153
17189,9982811,1.9944189425,0.649872,-1.397956,-1.057490,2.352540,-0.000568,0.110156
17117,9982883,1.9949029739,0.648192,-1.397898,-1.056231,2.352650,-0.000565,0.110161
17099,9982901,1.9950240350,0.647770,-1.397883,-1.055914,2.352677,-0.000565,0.110162
17021,9982979,1.9955488787,0.645940,-1.397815,-1.054537,2.352796,-0.000562,0.110168
16661,9983339,1.9979763609,0.637378,-1.397464,-1.048023,2.353340,-0.000550,0.110193
16493,9983507,1.9991120366,0.633317,-1.397276,-1.044894,2.353591,-0.000545,0.110205
16451,9983549,1.9993962357,0.632295,-1.397226,-1.044102,2.353653,-0.000543,0.110208
16421,9983579,1.9995993034,0.631564,-1.397190,-1.043535,2.353697,-0.000542,0.110210
16361,9983639,2.0000056090,0.630097,-1.397116,-1.042394,2.353786,-0.000540,0.110214
16001,9983999,2.0024481629,0.621178,-1.396629,-1.035386,2.354312,-0.000529,0.110239
15881,9984119,2.0032641242,0.618159,-1.396449,-1.032986,2.354486,-0.000525,0.110248
15791,9984209,2.0038766704,0.615880,-1.396308,-1.031165,2.354614,-0.000522,0.110254
15749,9984251,2.0041626931,0.614812,-1.396241,-1.030308,2.354674,-0.000520,0.110257
15647,9984353,2.0048577613,0.612206,-1.396072,-1.028211,2.354819,-0.000517,0.110264
15569,9984431,2.0053897041,0.610202,-1.395938,-1.026591,2.354929,-0.000515,0.110269
15413,9984587,2.0064546724,0.606162,-1.395658,-1.023307,2.355148,-0.000509,0.110280
15299,9984701,2.0072338232,0.603184,-1.395442,-1.020869,2.355306,-0.000506,0.110288
15287,9984713,2.0073158832,0.602869,-1.395419,-1.020610,2.355322,-0.000505,0.110288
15173,9984827,2.0080958696,0.599866,-1.395193,-1.018137,2.355479,-0.000502,0.110296
15149,9984851,2.0082601729,0.599231,-1.395145,-1.017612,2.355512,-0.000501,0.110298
15131,9984869,2.0083834220,0.598754,-1.395108,-1.017217,2.355536,-0.000500,0.110299
15107,9984893,2.0085477832,0.598117,-1.395059,-1.016689,2.355569,-0.000499,0.110301
14939,9985061,2.0096992316,0.593630,-1.394701,-1.012954,2.355796,-0.000494,0.110312
14891,9985109,2.0100285106,0.592339,-1.394595,-1.011873,2.355860,-0.000492,0.110315
14831,9985169,2.0104402915,0.590718,-1.394459,-1.010514,2.355940,-0.000490,0.110319
14813,9985187,2.0105638652,0.590231,-1.394418,-1.010104,2.355963,-0.000490,0.110320
14771,9985229,2.0108522739,0.589092,-1.394322,-1.009145,2.356019,-0.000488,0.110323
14753,9985247,2.0109759077,0.588602,-1.394280,-1.008732,2.356043,-0.000488,0.110324
14741,9985259,2.0110583403,0.588276,-1.394252,-1.008456,2.356059,-0.000487,0.110325
14639,9985361,2.0117593388,0.585489,-1.394008,-1.006097,2.356192,-0.000484,0.110332
14627,9985373,2.0118418470,0.585160,-1.393979,-1.005818,2.356208,-0.000484,0.110333
14447,9985553,2.0130804138,0.580191,-1.393528,-1.001579,2.356440,-0.000478,0.110344
14369,9985631,2.0136176716,0.578019,-1.393324,-0.999713,2.356539,-0.000475,0.110350
13967,9986033,2.0163917409,0.566632,-1.392190,-0.989811,2.357037,-0.000462,0.110376
13931,9986069,2.0166405771,0.565596,-1.392081,-0.988901,2.357080,-0.000461,0.110378
13649,9986351,2.0185920834,0.557390,-1.391189,-0.981625,2.357413,-0.000452,0.110396
13217,9986783,2.0215893132,0.544488,-1.389672,-0.969968,2.357896,-0.000437,0.110422
13187,9986813,2.0217977914,0.543577,-1.389560,-0.969134,2.357928,-0.000436,0.110424
13151,9986849,2.0220480222,0.542481,-1.389423,-0.968130,2.357966,-0.000435,0.110426
13103,9986897,2.0223817595,0.541014,-1.389240,-0.966783,2.358017,-0.000434,0.110429
13007,9986993,2.0230495622,0.538065,-1.388865,-0.964065,2.358117,-0.000430,0.110435
12809,9987191,2.0244282726,0.531915,-1.388059,-0.958352,2.358318,-0.000424,0.110447
12791,9987209,2.0245537004,0.531352,-1.387984,-0.957825,2.358336,-0.000423,0.110448
12713,9987287,2.0250973937,0.528900,-1.387652,-0.955529,2.358412,-0.000421,0.110453
12689,9987311,2.0252647402,0.528142,-1.387549,-0.954817,2.358435,-0.000420,0.110454
12611,9987389,2.0258087986,0.525671,-1.387209,-0.952489,2.358510,-0.000417,0.110459
12497,9987503,2.0266044590,0.522032,-1.386698,-0.949044,2.358616,-0.000414,0.110465
12329,9987671,2.0277780798,0.516610,-1.385916,-0.943871,2.358767,-0.000408,0.110475
12263,9987737,2.0282394906,0.514461,-1.385599,-0.941806,2.358825,-0.000406,0.110478
12149,9987851,2.0290369287,0.510721,-1.385039,-0.938197,2.358921,-0.000402,0.110485
12119,9987881,2.0292468765,0.509731,-1.384889,-0.937238,2.358946,-0.000401,0.110486
12107,9987893,2.0293308667,0.509334,-1.384828,-0.936854,2.358956,-0.000401,0.110487
11927,9988073,2.0305914796,0.503338,-1.383898,-0.931007,2.359099,-0.000395,0.110497
11789,9988211,2.0315589104,0.498682,-1.383155,-0.926426,2.359202,-0.000390,0.110504
11717,9988283,2.0320639866,0.496231,-1.382757,-0.924002,2.359254,-0.000388,0.110508
11699,9988301,2.0321902910,0.495617,-1.382656,-0.923392,2.359267,-0.000387,0.110509
11597,9988403,2.0329062821,0.492115,-1.382076,-0.919906,2.359336,-0.000384,0.110514
11519,9988481,2.0334541103,0.489417,-1.381622,-0.917207,2.359388,-0.000381,0.110518
11447,9988553,2.0339600330,0.486911,-1.381195,-0.914690,2.359433,-0.000379,0.110522
11423,9988577,2.0341287242,0.486072,-1.381051,-0.913845,2.359448,-0.000378,0.110523
11393,9988607,2.0343396235,0.485021,-1.380870,-0.912785,2.359466,-0.000377,0.110525
11279,9988721,2.0351413996,0.481004,-1.380168,-0.908715,2.359533,-0.000373,0.110530
11243,9988757,2.0353947104,0.479727,-1.379942,-0.907416,2.359553,-0.000372,0.110532
11093,9988907,2.0364507867,0.474365,-1.378978,-0.901931,2.359631,-0.000367,0.110539
11027,9988973,2.0369157761,0.471983,-1.378542,-0.899480,2.359663,-0.000365,0.110543
10973,9989027,2.0372963666,0.470024,-1.378180,-0.897458,2.359688,-0.000363,0.110545
10739,9989261,2.0389471154,0.461428,-1.376552,-0.888506,2.359782,-0.000356,0.110556
10733,9989267,2.0389894753,0.461206,-1.376509,-0.888273,2.359784,-0.000355,0.110556
10589,9989411,2.0400066149,0.455824,-1.375458,-0.882605,2.359831,-0.000351,0.110562
10301,9989699,2.0420438731,0.444848,-1.373237,-0.870897,2.359896,-0.000341,0.110574
10271,9989729,2.0422563234,0.443689,-1.372997,-0.869648,2.359901,-0.000340,0.110576
10253,9989747,2.0423838155,0.442991,-1.372851,-0.868895,2.359903,-0.000339,0.110576
10193,9989807,2.0428089093,0.440658,-1.372363,-0.866373,2.359910,-0.000337,0.110579
10151,9989849,2.0431065859,0.439016,-1.372016,-0.864594,2.359914,-0.000336,0.110580
10079,9989921,2.0436171048,0.436188,-1.371413,-0.861517,2.359919,-0.000334,0.110583
9791,9990209,2.0456620280,0.424681,-1.368892,-0.848861,2.359911,-0.000324,0.110593
9749,9990251,2.0459606442,0.422977,-1.368509,-0.846968,2.359906,-0.000323,0.110595
9533,9990467,2.0474980979,0.414100,-1.366474,-0.837028,2.359864,-0.000316,0.110602
9431,9990569,2.0482251656,0.409843,-1.365474,-0.832214,2.359834,-0.000312,0.110605
9323,9990677,2.0489957815,0.405288,-1.364388,-0.827029,2.359795,-0.000309,0.110608
9311,9990689,2.0490814566,0.404779,-1.364265,-0.826448,2.359790,-0.000308,0.110608
9221,9990779,2.0497243581,0.400941,-1.363335,-0.822049,2.359751,-0.000305,0.110611
9203,9990797,2.0498530112,0.400169,-1.363146,-0.821161,2.359743,-0.000305,0.110611
9137,9990863,2.0503249535,0.397327,-1.362447,-0.817884,2.359710,-0.000302,0.110613
9011,9990989,2.0512269020,0.391849,-1.361080,-0.811528,2.359638,-0.000298,0.110616
8933,9991067,2.0517859186,0.388422,-1.360211,-0.807526,2.359587,-0.000296,0.110617
8867,9991133,2.0522593513,0.385500,-1.359463,-0.804099,2.359541,-0.000294,0.110619
8861,9991139,2.0523024102,0.385234,-1.359395,-0.803785,2.359537,-0.000293,0.110619
8849,9991151,2.0523885379,0.384700,-1.359257,-0.803157,2.359528,-0.000293,0.110619
8741,9991259,2.0531642979,0.379867,-1.358000,-0.797448,2.359443,-0.000289,0.110621
8699,9991301,2.0534662885,0.377972,-1.357502,-0.795200,2.359408,-0.000288,0.110622
8663,9991337,2.0537252790,0.376342,-1.357071,-0.793260,2.359376,-0.000287,0.110622
8537,9991463,2.0546328166,0.370585,-1.355531,-0.786374,2.359257,-0.000283,0.110624
8429,9991571,2.0554121063,0.365589,-1.354171,-0.780351,2.359144,-0.000279,0.110626
8273,9991727,2.0565402204,0.358268,-1.352140,-0.771448,2.358961,-0.000274,0.110627
8243,9991757,2.0567575219,0.356846,-1.351740,-0.769708,2.358923,-0.000273,0.110627
8231,9991769,2.0568444761,0.356275,-1.351580,-0.769009,2.358908,-0.000272,0.110627
